State,Domain,"Reporting Program","Measure Name","Measure Abbreviation","Measure Type","Rate Definition",FFY,Population,Methodology,"State Rate","Number of States Reporting",Median,"Bottom Quartile","Top Quartile",Notes,Source,"State Specific Comments","Rate Used in Calculating State Mean and Median"
Texas,"Care of Acute and Chronic Conditions","Adult Core Set","Asthma Medication Ratio: Ages 19 to 64",AMR-AD,"Higher rates are better for this measure","Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 19 to 64",2019,Medicaid,Administrative,57.4,39,54.6,51.6,58.6,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include FFS and managed care populations (32 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles. Rates were validated by the state's EQRO.",Yes
Texas,"Care of Acute and Chronic Conditions","Adult Core Set","Comprehensive Diabetes Care: Hemoglobin A1c Testing: Ages 18 to 75",HA1C-AD,"Higher rates are better for this measure","Percentage with Diabetes (Type 1 or Type 2) who had a Hemoglobin A1c (HbA1c) Test: Ages 18 to 64",2019,Medicaid,Hybrid,85.9,40,86.1,82.9,87.4,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (21 MCOs) ages 18 to 75, representing 60 percent of the population. Rate excludes FFS population, representing 40 percent of the population, and Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is 56,437. Rate was validated by the state's EQRO.",Yes
Texas,"Care of Acute and Chronic Conditions","Adult Core Set","Controlling High Blood Pressure: Ages 18 to 85",CBP-AD,"Higher rates are better for this measure","Percentage who had a Diagnosis of Hypertension and Whose Blood Pressure was Adequately Controlled During the Measurement Year: Ages 18 to 64",2019,Medicaid,Hybrid,54.3,32,60,51,64.8,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (21 MCOs) ages 18 to 85, representing 60 percent of the population. Rate excludes FFS population, representing 40 percent of the population, and Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is 79,800. Rate was validated by the state's EQRO.",Yes
Texas,"Care of Acute and Chronic Conditions","Adult Core Set","Plan All-Cause Readmissions: Ages 18 to 64",PCR-AD,"Lower rates are better for this measure","Ratio of Observed All-Cause Readmissions to Expected Readmissions: Ages 18 to 64",2019,Medicaid,Administrative,0.8283,31,0.8283,0.9929,0.7188,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include FFS and managed care populations (32 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles. Rates were validated by the state's EQRO.",Yes
Texas,"Care of Acute and Chronic Conditions","Adult Core Set","PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older",PQI01-AD,"Lower rates are better for this measure","Inpatient Hospital Admissions for Diabetes Short-Term Complications per 100,000 Beneficiary Months: Ages 18 to 64",2019,Medicaid,Administrative,21.5,30,19.1,24.4,15.1,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes FFS and managed care populations (21 MCOs) age 18 and older. Rate excludes Medicare-Medicaid Dual Eligibles. Rate was validated by the state's EQRO.",Yes
Texas,"Care of Acute and Chronic Conditions","Adult Core Set","PQI 05: Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate: Age 40 and Older",PQI05-AD,"Lower rates are better for this measure","Inpatient Hospital Admissions for Chronic Obstructive Pulmonary Disease (COPD) or Asthma per 100,000 Beneficiary Months: Ages 40 to 64",2019,Medicaid,Administrative,123.8,25,71.9,97.6,50.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes FFS and managed care populations (21 MCOs) age 40 and older. Rate excludes Medicare-Medicaid Dual Eligibles. Rate was validated by the state's EQRO.",Yes
Texas,"Care of Acute and Chronic Conditions","Adult Core Set","PQI 08: Heart Failure Admission Rate: Age 18 and Older",PQI08-AD,"Lower rates are better for this measure","Inpatient Hospital Admissions for Heart Failure per 100,000 Beneficiary Months: Ages 18 to 64",2019,Medicaid,Administrative,65.0,26,26.4,34.9,22,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes FFS and managed care populations (21 MCOs) age 18 and older. Rate excludes Medicare-Medicaid Dual Eligibles. Rate was validated by the state's EQRO.",Yes
Texas,"Care of Acute and Chronic Conditions","Adult Core Set","PQI 15: Asthma in Younger Adults Admission Rate: Ages 18 to 39",PQI15-AD,"Lower rates are better for this measure","Inpatient Hospital Admissions for Asthma per 100,000 Beneficiary Months: Ages 18 to 39",2019,Medicaid,Administrative,3.4,26,6.1,7.9,3.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes FFS and managed care populations (21 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles. Rate was validated by the state's EQRO.",Yes
Texas,"Maternal and Perinatal Health","Adult Core Set","Contraceptive Care: Postpartum Women Ages 21 to 44",CCP-AD,"Higher rates are better for this measure","Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 3 Days of Delivery: Ages 21 to 44",2019,Medicaid,Administrative,13.1,29,11.3,9.1,14.4,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include FFS and managed care populations (32 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles. Rates were validated by the state's EQRO.",Yes
Texas,"Maternal and Perinatal Health","Adult Core Set","Contraceptive Care: Postpartum Women Ages 21 to 44",CCP-AD,"Higher rates are better for this measure","Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 60 Days of Delivery: Ages 21 to 44",2019,Medicaid,Administrative,46.7,29,40.2,32.5,46.6,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include FFS and managed care populations (32 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles. Rates were validated by the state's EQRO.",Yes
Texas,"Maternal and Perinatal Health","Adult Core Set","Contraceptive Care: Postpartum Women Ages 21 to 44",CCP-AD,"Higher rates are better for this measure","Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 3 Days of Delivery: Ages 21 to 44",2019,Medicaid,Administrative,0.6,29,1.6,0.5,2.1,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include FFS and managed care populations (32 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles. Rates were validated by the state's EQRO.",Yes
Texas,"Maternal and Perinatal Health","Adult Core Set","Contraceptive Care: Postpartum Women Ages 21 to 44",CCP-AD,"Higher rates are better for this measure","Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 60 Days of Delivery: Ages 21 to 44",2019,Medicaid,Administrative,14.2,29,12.6,8.9,14.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include FFS and managed care populations (32 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles. Rates were validated by the state's EQRO.",Yes
Texas,"Maternal and Perinatal Health","Adult Core Set","Prenatal and Postpartum Care: Postpartum Care",PPC-AD,"Higher rates are better for this measure","Percentage of Women Delivering a Live Birth who had a Postpartum Care Visit on or Between 21 and 56 Days after Delivery",2019,Medicaid,"Administrative & Hybrid",69.7,39,61.2,57.4,66.3,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes FFS and managed care populations (32 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles. Rate was derived using both administrative and hybrid method data. Rates for the state's FFS population and 16 MCOs were calculated using the administrative method. Sixteen MCOs used the hybrid method. Denominator is the measure-eligible population. Rate was validated by the state's EQRO.",Yes
Texas,"Primary Care Access and Preventive Care","Adult Core Set","Adult Body Mass Index Assessment: Ages 18 to 74",ABA-AD,"Higher rates are better for this measure","Percentage who had an Outpatient Visit with a BMI Documented in the Medical Record: Ages 18 to 64",2019,Medicaid,"Administrative & Hybrid",74.6,36,83.5,53.7,90.4,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes FFS and managed care populations (22 MCOs) ages 18 to 74. Rate excludes Medicare-Medicaid Dual Eligibles. Rate was derived using both administrative and hybrid method data. The rates for the state's FFS population and 17 MCOs were calculated using the administrative method. Five MCOs used the hybrid method. Denominator is the measure-eligible population. Rate was validated by the state's EQRO.",Yes
Texas,"Primary Care Access and Preventive Care","Adult Core Set","Breast Cancer Screening: Ages 50 to 74",BCS-AD,"Higher rates are better for this measure","Percentage of Women who had a Mammogram to Screen for Breast Cancer: Ages 50 to 64",2019,Medicaid,Administrative,50.9,43,53.4,49.1,59.1,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes FFS and managed care populations (32 MCOs) ages 50 to 74. Rate excludes Medicare-Medicaid Dual Eligibles. Rate was validated by the state's EQRO.",Yes
Texas,"Primary Care Access and Preventive Care","Adult Core Set","Cervical Cancer Screening: Ages 21 to 64",CCS-AD,"Higher rates are better for this measure","Percentage of Women Screened for Cervical Cancer: Ages 21 to 64",2019,Medicaid,"Administrative & Hybrid",53.8,43,55.1,48.4,61.3,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes FFS and managed care populations (21 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles. Rate was calculated using a combination of administrative and hybrid method data. Rates for the state's FFS population and 16 MCOs were calculated using the administrative method. Five MCOs used the hybrid method. Denominator is the measure-eligible population. Rate was validated by the state's EQRO.",Yes
Texas,"Primary Care Access and Preventive Care","Adult Core Set","Chlamydia Screening in Women Ages 21 to 24",CHL-AD,"Higher rates are better for this measure","Percentage of Sexually Active Women Screened for Chlamydia: Ages 21 to 24",2019,Medicaid,Administrative,63.0,44,60.2,55.1,65.2,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes FFS and managed care populations (32 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles. Rate was validated by the state's EQRO.",Yes
Utah,"Behavioral Health Care","Adult Core Set","Adherence to Antipsychotic Medications for Individuals with Schizophrenia: Ages 19 to 64",SAA-AD,"Higher rates are better for this measure","Percentage with Schizophrenia or Schizoaffective Disorder who were Dispensed and Remained on Antipsychotic Medication for at Least 80 Percent of their Treatment Period: Ages 19 to 64",2019,Medicaid,Administrative,71.4,37,59.1,56.3,67.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (3 MCOs), representing 35 percent of the population. Rate excludes FFS population and enrollees in one MCO, representing 65 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were audited by HEDIS auditors.",Yes
Utah,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management: Age 18 and Older",AMM-AD,"Higher rates are better for this measure","Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 12 Weeks: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,48.4,37,51.3,47.9,53.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (4 MCOs) age 18 and older, representing 60 percent of the population. Rates exclude FFS population, representing 40 percent of the population. MCO rates were audited by HEDIS auditors.",Yes
Utah,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management: Age 18 and Older",AMM-AD,"Higher rates are better for this measure","Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 6 Months: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,32.4,37,34.4,29.7,38.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (4 MCOs) age 18 and older, representing 60 percent of the population. Rates exclude FFS population, representing 40 percent of the population. MCO rates were audited by HEDIS auditors.",Yes
Utah,"Behavioral Health Care","Adult Core Set","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18 to 64",SSD-AD,"Higher rates are better for this measure","Percentage with Schizophrenia, Schizoaffective Disorder, or Bipolar Disorder who were Dispensed an Antipsychotic Medication and had a Diabetes Screening Test: Ages 18 to 64",2019,Medicaid,Administrative,87.0,37,79.8,76.8,81.9,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (3 MCOs), representing 35 percent of the population. Rate excludes FFS population and enrollees in one MCO, representing 65 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were audited by HEDIS auditors.",Yes
Utah,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 18 and Older",FUH-AD,"Higher rates are better for this measure","Percentage of Hospitalizations for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 7 Days after Discharge: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,48.1,42,32.3,24.3,46.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (9 MCOs), representing 58 percent of the population. Rates exclude FFS population and enrollees in one MCO, representing 42 percent of the population. MCO rates were audited by HEDIS auditors.",Yes
Utah,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 18 and Older",FUH-AD,"Higher rates are better for this measure","Percentage of Hospitalizations for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 30 Days after Discharge: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,64.4,42,54.8,41.7,63,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (9 MCOs), representing 58 percent of the population. Rates exclude FFS population and enrollees in one MCO, representing 42 percent of the population. MCO rates were audited by HEDIS auditors.",Yes
Utah,"Care of Acute and Chronic Conditions","Adult Core Set","Annual Monitoring for Patients on Persistent Medications: Age 18 and Older",MPM-AD,"Higher rates are better for this measure","Percentage who Received at Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,86.2,40,87.4,86.2,89,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (4 MCOs) age 18 and older, representing 60 percent of the population. Rate excludes FFS population, representing 40 percent of the population. MCO rates were audited by HEDIS auditors.",Yes
Utah,"Care of Acute and Chronic Conditions","Adult Core Set","Asthma Medication Ratio: Ages 19 to 64",AMR-AD,"Higher rates are better for this measure","Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 19 to 50",2019,"Medicaid & Dual Eligibles",Administrative,57.3,39,53.8,49.6,56.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (4 MCOs), representing 60 percent of the population. Rates exclude FFS population, representing 40 percent of the population. MCO rates were audited by HEDIS auditors.",Yes
Utah,"Care of Acute and Chronic Conditions","Adult Core Set","Asthma Medication Ratio: Ages 19 to 64",AMR-AD,"Higher rates are better for this measure","Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 51 to 64",2019,"Medicaid & Dual Eligibles",Administrative,63.6,38,57,51.6,63.1,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (4 MCOs), representing 60 percent of the population. Rates exclude FFS population, representing 40 percent of the population. MCO rates were audited by HEDIS auditors.",Yes
Utah,"Care of Acute and Chronic Conditions","Adult Core Set","Asthma Medication Ratio: Ages 19 to 64",AMR-AD,"Higher rates are better for this measure","Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 19 to 64",2019,"Medicaid & Dual Eligibles",Administrative,59.1,39,54.6,51.6,58.6,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (4 MCOs), representing 60 percent of the population. Rates exclude FFS population, representing 40 percent of the population. MCO rates were audited by HEDIS auditors.",Yes
Utah,"Care of Acute and Chronic Conditions","Adult Core Set","Comprehensive Diabetes Care: Hemoglobin A1c Poor Control (>9.0%): Ages 18 to 75",HPC-AD,"Lower rates are better for this measure","Percentage with Diabetes (Type 1 or Type 2) who had Hemoglobin A1c in Poor Control (>9.0%): Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Hybrid,29.0,29,38.8,45.5,34.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (4 MCOs) ages 18 to 75, representing 60 percent of the population. Rate excludes FFS population, representing 40 percent of the population. Denominator is the sample size; measure-eligible population is 4,206. MCO rates were audited by HEDIS auditors.",Yes
Utah,"Care of Acute and Chronic Conditions","Adult Core Set","Comprehensive Diabetes Care: Hemoglobin A1c Testing: Ages 18 to 75",HA1C-AD,"Higher rates are better for this measure","Percentage with Diabetes (Type 1 or Type 2) who had a Hemoglobin A1c (HbA1c) Test: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Hybrid,87.9,40,86.1,82.9,87.4,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (4 MCOs) ages 18 to 75, representing 60 percent of the population. Rate excludes FFS population, representing 40 percent of the population. Denominator is the sample size; measure-eligible population is 4,111. MCO rates were audited by HEDIS auditors.",Yes
Utah,"Care of Acute and Chronic Conditions","Adult Core Set","Controlling High Blood Pressure: Ages 18 to 85",CBP-AD,"Higher rates are better for this measure","Percentage who had a Diagnosis of Hypertension and Whose Blood Pressure was Adequately Controlled During the Measurement Year: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Hybrid,70.2,32,60,51,64.8,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (4 MCOs) ages 18 to 85, representing 60 percent of the population. Rate excludes FFS population, representing 40 percent of the population. Denominator is the sample size; measure-eligible population is 6,291. MCO rates were audited by HEDIS auditors.",Yes
Utah,"Care of Acute and Chronic Conditions","Adult Core Set","Plan All-Cause Readmissions: Ages 18 to 64",PCR-AD,"Lower rates are better for this measure","Ratio of Observed All-Cause Readmissions to Expected Readmissions: Ages 18 to 64",2019,Medicaid,Administrative,0.6559,31,0.8283,0.9929,0.7188,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (4 MCOs), representing 60 percent of the population. Rates exclude FFS population, representing 40 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were audited by HEDIS auditors.",Yes
Utah,"Maternal and Perinatal Health","Adult Core Set","Prenatal and Postpartum Care: Postpartum Care",PPC-AD,"Higher rates are better for this measure","Percentage of Women Delivering a Live Birth who had a Postpartum Care Visit on or Between 21 and 56 Days after Delivery",2019,"Medicaid & Dual Eligibles",Hybrid,66.2,39,61.2,57.4,66.3,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (4 MCOs), representing 60 percent of the population. Rate excludes FFS population, representing 40 percent of the population. Denominator is the sample size; measure-eligible population is 7,070. MCO rates were audited by HEDIS auditors.",Yes
Utah,"Primary Care Access and Preventive Care","Adult Core Set","Adult Body Mass Index Assessment: Ages 18 to 74",ABA-AD,"Higher rates are better for this measure","Percentage who had an Outpatient Visit with a BMI Documented in the Medical Record: Ages 18 to 64",2019,"Medicaid & Dual Eligibles","Administrative & Hybrid",92.2,36,83.5,53.7,90.4,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (4 MCOs) ages 18 to 74, representing 60 percent of the population. Rate excludes FFS population, representing 40 percent of the population. Rate was derived using both administrative and hybrid method data. One MCO used the administrative method and three MCOs used the hybrid method. Denominator is the measure-eligible population. MCO rates were audited by HEDIS auditors.",Yes
Utah,"Primary Care Access and Preventive Care","Adult Core Set","Breast Cancer Screening: Ages 50 to 74",BCS-AD,"Higher rates are better for this measure","Percentage of Women who had a Mammogram to Screen for Breast Cancer: Ages 50 to 64",2019,"Medicaid & Dual Eligibles",Administrative,44.3,43,53.4,49.1,59.1,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (4 MCOs) ages 50 to 74, representing 60 percent of the population. Rate excludes FFS population, representing 40 percent of the population. MCO rates were audited by HEDIS auditors.",Yes
Utah,"Primary Care Access and Preventive Care","Adult Core Set","Cervical Cancer Screening: Ages 21 to 64",CCS-AD,"Higher rates are better for this measure","Percentage of Women Screened for Cervical Cancer: Ages 21 to 64",2019,"Medicaid & Dual Eligibles",Hybrid,55.1,43,55.1,48.4,61.3,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (4 MCOs), representing 60 percent of the population. Rate excludes FFS population, representing 40 percent of the population. Denominator is the sample size; measure-eligible population is 18,403. MCO rates were audited by HEDIS auditors.",Yes
Utah,"Primary Care Access and Preventive Care","Adult Core Set","Chlamydia Screening in Women Ages 21 to 24",CHL-AD,"Higher rates are better for this measure","Percentage of Sexually Active Women Screened for Chlamydia: Ages 21 to 24",2019,"Medicaid & Dual Eligibles",Administrative,51.0,44,60.2,55.1,65.2,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (4 MCOs), representing 60 percent of the population. Rate excludes FFS population, representing 40 percent of the population. MCO rates were audited by HEDIS auditors.",Yes
Vermont,"Behavioral Health Care","Adult Core Set","Adherence to Antipsychotic Medications for Individuals with Schizophrenia: Ages 19 to 64",SAA-AD,"Higher rates are better for this measure","Percentage with Schizophrenia or Schizoaffective Disorder who were Dispensed and Remained on Antipsychotic Medication for at Least 80 Percent of their Treatment Period: Ages 19 to 64",2019,"Medicaid & CHIP",Administrative,78.6,37,59.1,56.3,67.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes statewide 1115 waiver population enrolled in a public non-risk prepaid inpatient health plan population, representing the total Medicaid population. Rate excludes Medicare-Medicaid Dual Eligibles. Rate was validated by the state's EQRO.",Yes
Vermont,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management: Age 18 and Older",AMM-AD,"Higher rates are better for this measure","Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 12 Weeks: Ages 18 to 64",2019,"Medicaid & CHIP",Administrative,73.8,37,51.3,47.9,53.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include statewide 1115 waiver population enrolled in a public non-risk prepaid inpatient health plan population, representing the total Medicaid population. Rates exclude Medicare-Medicaid Dual Eligibles. Rates were validated by the state's EQRO.",Yes
Vermont,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management: Age 18 and Older",AMM-AD,"Higher rates are better for this measure","Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 6 Months: Ages 18 to 64",2019,"Medicaid & CHIP",Administrative,57.5,37,34.4,29.7,38.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include statewide 1115 waiver population enrolled in a public non-risk prepaid inpatient health plan population, representing the total Medicaid population. Rates exclude Medicare-Medicaid Dual Eligibles. Rates were validated by the state's EQRO.",Yes
Vermont,"Behavioral Health Care","Adult Core Set","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18 to 64",SSD-AD,"Higher rates are better for this measure","Percentage with Schizophrenia, Schizoaffective Disorder, or Bipolar Disorder who were Dispensed an Antipsychotic Medication and had a Diabetes Screening Test: Ages 18 to 64",2019,"Medicaid & CHIP",Administrative,75.7,37,79.8,76.8,81.9,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes statewide 1115 waiver population enrolled in a public non-risk prepaid inpatient health plan population, representing the total Medicaid population. Rate excludes Medicare-Medicaid Dual Eligibles. Rate was validated by the state's EQRO.",Yes
Vermont,"Behavioral Health Care","Adult Core Set","Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older",FUA-AD,"Higher rates are better for this measure","Percentage of Emergency Department (ED) Visits for Alcohol and Other Drug Abuse or Dependence with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18 to 64",2019,"Medicaid & CHIP",Administrative,17.3,36,13.9,7.6,17.8,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include statewide 1115 waiver population enrolled in a public non-risk prepaid inpatient health plan population, representing the total Medicaid population. Rates exclude Medicare-Medicaid Dual Eligibles. Rates were validated by the state's EQRO.",Yes
Vermont,"Behavioral Health Care","Adult Core Set","Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older",FUA-AD,"Higher rates are better for this measure","Percentage of Emergency Department (ED) Visits for Alcohol and Other Drug Abuse or Dependence with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 18 to 64",2019,"Medicaid & CHIP",Administrative,28.3,36,21.7,12.5,27.6,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include statewide 1115 waiver population enrolled in a public non-risk prepaid inpatient health plan population, representing the total Medicaid population. Rates exclude Medicare-Medicaid Dual Eligibles. Rates were validated by the state's EQRO.",Yes
Vermont,"Behavioral Health Care","Adult Core Set","Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older",FUM-AD,"Higher rates are better for this measure","Percentage of Emergency Department (ED) Visits for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18 to 64",2019,"Medicaid & CHIP",Administrative,60.1,36,38.4,29.5,48.9,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include statewide 1115 waiver population enrolled in a public non-risk prepaid inpatient health plan population, representing the total Medicaid population. Rates exclude Medicare-Medicaid Dual Eligibles. Rates were validated by the state's EQRO.",Yes
Vermont,"Behavioral Health Care","Adult Core Set","Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older",FUM-AD,"Higher rates are better for this measure","Percentage of Emergency Department (ED) Visits for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 18 to 64",2019,"Medicaid & CHIP",Administrative,68.5,36,52.1,45.5,64.8,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include statewide 1115 waiver population enrolled in a public non-risk prepaid inpatient health plan population, representing the total Medicaid population. Rates exclude Medicare-Medicaid Dual Eligibles. Rates were validated by the state's EQRO.",Yes
Vermont,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 18 and Older",FUH-AD,"Higher rates are better for this measure","Percentage of Hospitalizations for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 7 Days after Discharge: Ages 18 to 64",2019,"Medicaid & CHIP & Dual Eligibles",Administrative,51.2,42,32.3,24.3,46.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include statewide 1115 waiver population enrolled in a public non-risk prepaid inpatient health plan population, representing the total Medicaid population. Data sources are MMIS and encounter records from Department of Mental Health database. Rates were validated by the state's EQRO.",Yes
