"state","population","measure_name","measure_abbreviation","state_rate","ffy","reporting_date","postcovid"
"Missouri","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","96.7",2020,2021-06-01,1
"Missouri","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","96.8",2020,2021-06-01,1
"Missouri","Medicaid","Flu Vaccinations for Adults Ages 18 to 64","FVA-AD","43.4",2020,2021-06-01,1
"Nebraska","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","65.4",2020,2021-06-01,1
"Nebraska","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","92.4",2020,2021-06-01,1
"Nebraska","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","94.5",2020,2021-06-01,1
"Nevada","Medicaid","Adherence to Antipsychotic Medications for Individuals with Schizophrenia: Age 18 and older","SAA-AD","44.8",2020,2021-06-01,1
"Nevada","Medicaid","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18 to 64","SSD-AD","80.4",2020,2021-06-01,1
"Nevada","Medicaid","Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA-AD","13.2",2020,2021-06-01,1
"Nevada","Medicaid","Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA-AD","18.0",2020,2021-06-01,1
"Nevada","Medicaid","Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older","FUM-AD","39.5",2020,2021-06-01,1
"Nevada","Medicaid","Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older","FUM-AD","48.9",2020,2021-06-01,1
"Nevada","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 18 and Older","FUH-AD","32.9",2020,2021-06-01,1
"Nevada","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 18 and Older","FUH-AD","49.2",2020,2021-06-01,1
"Nevada","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","42.2",2020,2021-06-01,1
"Nevada","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","11.6",2020,2021-06-01,1
"Nevada","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","57.2",2020,2021-06-01,1
"Nevada","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","24.6",2020,2021-06-01,1
"Nevada","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","45.5",2020,2021-06-01,1
"Nevada","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","10.3",2020,2021-06-01,1
"Nevada","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","45.5",2020,2021-06-01,1
"Nevada","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","13.3",2020,2021-06-01,1
"Nevada","Medicaid","Comprehensive Diabetes Care: Hemoglobin A1c Poor Control (>9.0%): Ages 18 to 75","HPC-AD","46.0",2020,2021-06-01,1
"Nevada","Medicaid","Controlling High Blood Pressure: Ages 18 to 85","CBP-AD","57.1",2020,2021-06-01,1
"Nevada","Medicaid","PQI 15: Asthma in Younger Adults Admission Rate: Ages 18 to 39","PQI15-AD","5.6",2020,2021-06-01,1
"Nevada","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","71.1",2020,2021-06-01,1
"Nevada","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","91.8",2020,2021-06-01,1
"Nevada","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","88.2",2020,2021-06-01,1
"Nevada","Medicaid","Contraceptive Care: All Women Ages 21 to 44","CCW-AD","21.3",2020,2021-06-01,1
"Nevada","Medicaid","Contraceptive Care: All Women Ages 21 to 44","CCW-AD","3.4",2020,2021-06-01,1
"Nevada","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","7.9",2020,2021-06-01,1
"Nevada","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","27.4",2020,2021-06-01,1
"Nevada","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","0.2",2020,2021-06-01,1
"Nevada","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","4.7",2020,2021-06-01,1
"Nevada","Medicaid","Prenatal and Postpartum Care: Postpartum Care","PPC-AD","69.6",2020,2021-06-01,1
"Nevada","Medicaid","Breast Cancer Screening: Ages 50 to 74","BCS-AD","53.8",2020,2021-06-01,1
"New Hampshire","Medicaid","Adherence to Antipsychotic Medications for Individuals with Schizophrenia: Age 18 and older","SAA-AD","76.6",2020,2021-06-01,1
"New Hampshire","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","60.7",2020,2021-06-01,1
"New Hampshire","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","46.2",2020,2021-06-01,1
"New Hampshire","Medicaid","Concurrent Use of Opioids and Benzodiazepines: Age 18 and older","COB-AD","28.6",2020,2021-06-01,1
"New Hampshire","Medicaid","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18 to 64","SSD-AD","82.7",2020,2021-06-01,1
"New Hampshire","Medicaid","Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA-AD","27.2",2020,2021-06-01,1
"New Hampshire","Medicaid","Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA-AD","41.2",2020,2021-06-01,1
"New Hampshire","Medicaid","Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older","FUM-AD","70.8",2020,2021-06-01,1
"New Hampshire","Medicaid","Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older","FUM-AD","78.7",2020,2021-06-01,1
"New Hampshire","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 18 and Older","FUH-AD","54.5",2020,2021-06-01,1
"New Hampshire","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 18 and Older","FUH-AD","72.8",2020,2021-06-01,1
"New Hampshire","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","47.6",2020,2021-06-01,1
"New Hampshire","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","17.9",2020,2021-06-01,1
"New Hampshire","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","64.0",2020,2021-06-01,1
"New Hampshire","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","39.6",2020,2021-06-01,1
"New Hampshire","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","38.5",2020,2021-06-01,1
"New Hampshire","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","12.0",2020,2021-06-01,1
"New Hampshire","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","49.7",2020,2021-06-01,1
"New Hampshire","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","22.8",2020,2021-06-01,1
"New Hampshire","Medicaid","Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and older","MSC-AD","81.2",2020,2021-06-01,1
"New Hampshire","Medicaid","Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and older","MSC-AD","56.0",2020,2021-06-01,1
"New Hampshire","Medicaid","Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and older","MSC-AD","61.0",2020,2021-06-01,1
"New Hampshire","Medicaid","Use of Opioids at High Dosage in Persons Without Cancer: Age 18 and Older","OHD-AD","13.5",2020,2021-06-01,1
"New Hampshire","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","56.1",2020,2021-06-01,1
"New Hampshire","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","50.3",2020,2021-06-01,1
"New Hampshire","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","54.7",2020,2021-06-01,1
"New Hampshire","Medicaid","Comprehensive Diabetes Care: Hemoglobin A1c Poor Control (>9.0%): Ages 18 to 75","HPC-AD","34.9",2020,2021-06-01,1
"New Hampshire","Medicaid","Controlling High Blood Pressure: Ages 18 to 85","CBP-AD","61.9",2020,2021-06-01,1
"New Hampshire","Medicaid","Plan All-Cause Readmissions: Ages 18 to 64","PCR-AD","1.2409",2020,2021-06-01,1
"New Hampshire","Medicaid","PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older","PQI01-AD","20.1",2020,2021-06-01,1
"New Hampshire","Medicaid","PQI 05: Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate: Age 40 and Older","PQI05-AD","52.2",2020,2021-06-01,1
"New Hampshire","Medicaid","PQI 08: Heart Failure Admission Rate: Age 18 and Older","PQI08-AD","18.8",2020,2021-06-01,1
"New Hampshire","Medicaid","PQI 15: Asthma in Younger Adults Admission Rate: Ages 18 to 39","PQI15-AD","5.1",2020,2021-06-01,1
"New Hampshire","Medicaid","Contraceptive Care: All Women Ages 21 to 44","CCW-AD","28.6",2020,2021-06-01,1
"New Hampshire","Medicaid","Contraceptive Care: All Women Ages 21 to 44","CCW-AD","6.4",2020,2021-06-01,1
"New Hampshire","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","11.9",2020,2021-06-01,1
"New Hampshire","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","45.0",2020,2021-06-01,1
"New Hampshire","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","2.1",2020,2021-06-01,1
"New Hampshire","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","16.7",2020,2021-06-01,1
"New Hampshire","Medicaid","Prenatal and Postpartum Care: Postpartum Care","PPC-AD","79.2",2020,2021-06-01,1
"New Hampshire","Medicaid","Adult Body Mass Index Assessment: Ages 18 to 74","ABA-AD","87.3",2020,2021-06-01,1
"New Hampshire","Medicaid","Breast Cancer Screening: Ages 50 to 74","BCS-AD","56.4",2020,2021-06-01,1
"New Hampshire","Medicaid","Cervical Cancer Screening: Ages 21 to 64","CCS-AD","57.1",2020,2021-06-01,1
"New Hampshire","Medicaid","Chlamydia Screening in Women Ages 21 to 24","CHL-AD","54.7",2020,2021-06-01,1
"New Hampshire","Medicaid","Flu Vaccinations for Adults Ages 18 to 64","FVA-AD","48.0",2020,2021-06-01,1
"New Jersey","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","43.6",2020,2021-06-01,1
"New Jersey","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","84.1",2020,2021-06-01,1
"New Jersey","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","93.9",2020,2021-06-01,1
"New Mexico","Medicaid","Adherence to Antipsychotic Medications for Individuals with Schizophrenia: Age 18 and older","SAA-AD","52.4",2020,2021-06-01,1
"New Mexico","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","55.8",2020,2021-06-01,1
"New Mexico","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","38.4",2020,2021-06-01,1
"New Mexico","Medicaid","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18 to 64","SSD-AD","78.6",2020,2021-06-01,1
"New Mexico","Medicaid","Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA-AD","12.1",2020,2021-06-01,1
"New Mexico","Medicaid","Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA-AD","19.1",2020,2021-06-01,1
"New Mexico","Medicaid","Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older","FUM-AD","38.7",2020,2021-06-01,1
"New Mexico","Medicaid","Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older","FUM-AD","51.2",2020,2021-06-01,1
"New Mexico","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 18 and Older","FUH-AD","22.1",2020,2021-06-01,1
"New Mexico","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 18 and Older","FUH-AD","36.6",2020,2021-06-01,1
"New Mexico","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","38.8",2020,2021-06-01,1
"New Mexico","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","13.1",2020,2021-06-01,1
"New Mexico","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","58.1",2020,2021-06-01,1
"New Mexico","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","26.8",2020,2021-06-01,1
"New Mexico","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","40.0",2020,2021-06-01,1
"New Mexico","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","11.0",2020,2021-06-01,1
"New Mexico","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","42.2",2020,2021-06-01,1
"New Mexico","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","15.1",2020,2021-06-01,1
"New Mexico","Medicaid","Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and older","MSC-AD","70.1",2020,2021-06-01,1
"New Mexico","Medicaid","Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and older","MSC-AD","47.9",2020,2021-06-01,1
"New Mexico","Medicaid","Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and older","MSC-AD","42.5",2020,2021-06-01,1
"New Mexico","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","49.8",2020,2021-06-01,1
"New Mexico","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","57.3",2020,2021-06-01,1
"New Mexico","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","51.9",2020,2021-06-01,1
"New Mexico","Medicaid","Comprehensive Diabetes Care: Hemoglobin A1c Poor Control (>9.0%): Ages 18 to 75","HPC-AD","52.0",2020,2021-06-01,1
"New Mexico","Medicaid","Controlling High Blood Pressure: Ages 18 to 85","CBP-AD","47.9",2020,2021-06-01,1
"New Mexico","Medicaid","Plan All-Cause Readmissions: Ages 18 to 64","PCR-AD","0.8137",2020,2021-06-01,1
"New Mexico","Medicaid","PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older","PQI01-AD","21.5",2020,2021-06-01,1
"New Mexico","Medicaid","Prenatal and Postpartum Care: Postpartum Care","PPC-AD","66.3",2020,2021-06-01,1
"New Mexico","Medicaid","Adult Body Mass Index Assessment: Ages 18 to 74","ABA-AD","84.4",2020,2021-06-01,1
"New Mexico","Medicaid","Breast Cancer Screening: Ages 50 to 74","BCS-AD","46.6",2020,2021-06-01,1
"New Mexico","Medicaid","Cervical Cancer Screening: Ages 21 to 64","CCS-AD","43.7",2020,2021-06-01,1
"New Mexico","Medicaid","Chlamydia Screening in Women Ages 21 to 24","CHL-AD","58.1",2020,2021-06-01,1
"New Mexico","Medicaid","Flu Vaccinations for Adults Ages 18 to 64","FVA-AD","45.0",2020,2021-06-01,1
"New York","Medicaid","Adherence to Antipsychotic Medications for Individuals with Schizophrenia: Age 18 and older","SAA-AD","64.3",2020,2021-06-01,1
"New York","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","53.1",2020,2021-06-01,1
"New York","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","38.6",2020,2021-06-01,1
"New York","Medicaid","Concurrent Use of Opioids and Benzodiazepines: Age 18 and older","COB-AD","17.9",2020,2021-06-01,1
"New York","Medicaid","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18 to 64","SSD-AD","80.8",2020,2021-06-01,1
"New York","Medicaid","Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA-AD","22.4",2020,2021-06-01,1
"New York","Medicaid","Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA-AD","28.8",2020,2021-06-01,1
"New York","Medicaid","Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older","FUM-AD","61.4",2020,2021-06-01,1
"New York","Medicaid","Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older","FUM-AD","72.0",2020,2021-06-01,1
"New York","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 18 and Older","FUH-AD","44.3",2020,2021-06-01,1
"New York","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 18 and Older","FUH-AD","58.8",2020,2021-06-01,1
"New York","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","41.0",2020,2021-06-01,1
"New York","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","15.2",2020,2021-06-01,1
"New York","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","59.3",2020,2021-06-01,1
"New York","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","38.3",2020,2021-06-01,1
"New York","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","48.0",2020,2021-06-01,1
"New York","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","20.5",2020,2021-06-01,1
"New York","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","45.0",2020,2021-06-01,1
"New York","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","19.9",2020,2021-06-01,1
"New York","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","54.9",2020,2021-06-01,1
"New York","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","56.8",2020,2021-06-01,1
"New York","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","55.6",2020,2021-06-01,1
"New York","Medicaid","Plan All-Cause Readmissions: Ages 18 to 64","PCR-AD","1.0363",2020,2021-06-01,1
"New York","Medicaid","PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older","PQI01-AD","13.5",2020,2021-06-01,1
"New York","Medicaid","PQI 05: Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate: Age 40 and Older","PQI05-AD","51.6",2020,2021-06-01,1
"New York","Medicaid","PQI 08: Heart Failure Admission Rate: Age 18 and Older","PQI08-AD","19.4",2020,2021-06-01,1
"New York","Medicaid","PQI 15: Asthma in Younger Adults Admission Rate: Ages 18 to 39","PQI15-AD","7.2",2020,2021-06-01,1
"New York","Medicaid","Contraceptive Care: All Women Ages 21 to 44","CCW-AD","24.2",2020,2021-06-01,1
"New York","Medicaid","Contraceptive Care: All Women Ages 21 to 44","CCW-AD","4.7",2020,2021-06-01,1
"New York","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","11.7",2020,2021-06-01,1
"New York","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","34.3",2020,2021-06-01,1
"New York","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","4.0",2020,2021-06-01,1
"New York","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","11.2",2020,2021-06-01,1
"New York","Medicaid","Breast Cancer Screening: Ages 50 to 74","BCS-AD","65.4",2020,2021-06-01,1
"New York","Medicaid","Cervical Cancer Screening: Ages 21 to 64","CCS-AD","61.1",2020,2021-06-01,1
"New York","Medicaid","Chlamydia Screening in Women Ages 21 to 24","CHL-AD","71.5",2020,2021-06-01,1
"North Carolina","Medicaid","Adherence to Antipsychotic Medications for Individuals with Schizophrenia: Age 18 and older","SAA-AD","64.0",2020,2021-06-01,1
"North Carolina","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","58.2",2020,2021-06-01,1
"North Carolina","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","39.1",2020,2021-06-01,1
"North Carolina","Medicaid","Concurrent Use of Opioids and Benzodiazepines: Age 18 and older","COB-AD","14.9",2020,2021-06-01,1
"North Carolina","Medicaid","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18 to 64","SSD-AD","79.7",2020,2021-06-01,1
"North Carolina","Medicaid","Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older","FUM-AD","37.5",2020,2021-06-01,1
"North Carolina","Medicaid","Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older","FUM-AD","51.6",2020,2021-06-01,1
"North Carolina","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 18 and Older","FUH-AD","25.4",2020,2021-06-01,1
"North Carolina","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 18 and Older","FUH-AD","42.6",2020,2021-06-01,1
"North Carolina","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","46.8",2020,2021-06-01,1
"North Carolina","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","15.2",2020,2021-06-01,1
"North Carolina","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","58.2",2020,2021-06-01,1
"North Carolina","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","35.6",2020,2021-06-01,1
"North Carolina","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","44.0",2020,2021-06-01,1
"North Carolina","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","13.6",2020,2021-06-01,1
"North Carolina","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","46.8",2020,2021-06-01,1
"North Carolina","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","19.0",2020,2021-06-01,1
"North Carolina","Medicaid","Use of Opioids at High Dosage in Persons Without Cancer: Age 18 and Older","OHD-AD","2.8",2020,2021-06-01,1
"North Carolina","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","53.8",2020,2021-06-01,1
"North Carolina","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","54.1",2020,2021-06-01,1
"North Carolina","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","53.9",2020,2021-06-01,1
"North Carolina","Medicaid","Plan All-Cause Readmissions: Ages 18 to 64","PCR-AD","0.9289",2020,2021-06-01,1
"North Carolina","Medicaid","PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older","PQI01-AD","28.3",2020,2021-06-01,1
"North Carolina","Medicaid","PQI 05: Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate: Age 40 and Older","PQI05-AD","92.5",2020,2021-06-01,1
"North Carolina","Medicaid","PQI 08: Heart Failure Admission Rate: Age 18 and Older","PQI08-AD","44.3",2020,2021-06-01,1
"North Carolina","Medicaid","PQI 15: Asthma in Younger Adults Admission Rate: Ages 18 to 39","PQI15-AD","7.7",2020,2021-06-01,1
"North Carolina","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","65.8",2020,2021-06-01,1
"North Carolina","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","89.3",2020,2021-06-01,1
"North Carolina","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","98.6",2020,2021-06-01,1
"North Carolina","Medicaid","Contraceptive Care: All Women Ages 21 to 44","CCW-AD","26.9",2020,2021-06-01,1
"North Carolina","Medicaid","Contraceptive Care: All Women Ages 21 to 44","CCW-AD","5.3",2020,2021-06-01,1
"North Carolina","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","15.3",2020,2021-06-01,1
"North Carolina","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","46.9",2020,2021-06-01,1
"North Carolina","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","2.3",2020,2021-06-01,1
"North Carolina","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","15.3",2020,2021-06-01,1
"North Carolina","Medicaid","Prenatal and Postpartum Care: Postpartum Care","PPC-AD","68.8",2020,2021-06-01,1
"North Carolina","Medicaid","Breast Cancer Screening: Ages 50 to 74","BCS-AD","41.3",2020,2021-06-01,1
"North Carolina","Medicaid","Cervical Cancer Screening: Ages 21 to 64","CCS-AD","43.8",2020,2021-06-01,1
"North Carolina","Medicaid","Chlamydia Screening in Women Ages 21 to 24","CHL-AD","63.9",2020,2021-06-01,1
"North Dakota","Medicaid","Adherence to Antipsychotic Medications for Individuals with Schizophrenia: Age 18 and older","SAA-AD","63.1",2020,2021-06-01,1
"North Dakota","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","58.3",2020,2021-06-01,1
"North Dakota","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","40.0",2020,2021-06-01,1
"North Dakota","Medicaid","Concurrent Use of Opioids and Benzodiazepines: Age 18 and older","COB-AD","15.9",2020,2021-06-01,1
"North Dakota","Medicaid","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18 to 64","SSD-AD","77.1",2020,2021-06-01,1
"North Dakota","Medicaid","Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA-AD","24.2",2020,2021-06-01,1
"North Dakota","Medicaid","Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA-AD","31.4",2020,2021-06-01,1
"North Dakota","Medicaid","Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older","FUM-AD","31.3",2020,2021-06-01,1
"North Dakota","Medicaid","Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older","FUM-AD","49.4",2020,2021-06-01,1
"North Dakota","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 18 and Older","FUH-AD","21.0",2020,2021-06-01,1
"North Dakota","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 18 and Older","FUH-AD","36.0",2020,2021-06-01,1
"North Dakota","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","38.1",2020,2021-06-01,1
